"","GID_0","NAME_0","GID_1","NAME_1","NL_NAME_1","GID_2","NAME_2","VARNAME_2","NL_NAME_2","TYPE_2","ENGTYPE_2","CC_2","HASC_2"
"183507","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.2_1","Chiyoda",NA,"千代田町","Machi","Town",NA,NA
"183354","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.3_1","Fujimi",NA,"富士見村","Machi","Town",NA,NA
"183487","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.4_1","Fujioka",NA,"藤岡市","Shi","City",NA,"JP.GM.FJ"
"183339","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.5_1","Higashiagatsuma",NA,"東吾妻町","Machi","Town",NA,NA
"183432","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.6_1","Isesaki",NA,"伊勢崎市","Shi","City",NA,"JP.GM.IS"
"183498","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.7_1","Itakura",NA,"板倉町","Machi","Town",NA,NA
"183559","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.8_1","Kanna",NA,"神流町","Machi","Town",NA,NA
"183504","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.9_1","Kanra",NA,"甘楽町","Machi","Town",NA,"JP.GM.KN"
"183192","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.10_1","Katashina",NA,"片品村","Machi","Town",NA,NA
"183258","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.11_1","Kawaba",NA,"川場町","Mura","Village",NA,NA
"183341","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.12_1","Kiryū",NA,"桐生市","Shi","City",NA,NA
"183274","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.13_1","Kuni",NA,"六合村","Machi","Town",NA,NA
"183316","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.14_1","Kusatsu",NA,"草津町","Machi","Town",NA,NA
"183366","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.15_1","Maebashi",NA,"前橋市","Shi","City",NA,"JP.GM.MB"
"183517","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.16_1","Meiwa",NA,"明和町","Machi","Town",NA,NA
"183325","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.17_1","Midori",NA,"みどり市","Shi","City",NA,NA
"183165","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.18_1","Minakami",NA,"みなかみ町","Machi","Town",NA,NA
"183346","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.19_1","Naganohara",NA,"長野原町","Machi","Town",NA,NA
"183277","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.20_1","Nakanojō",NA,"中之条町","Machi","Town",NA,NA
"183526","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.21_1","Nanmoku",NA,"南牧村","Mura","Village",NA,NA
"183261","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.22_1","Numata",NA,"沼田市","Shi","City",NA,"JP.GM.NM"
"183497","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.23_1","Ōizumi",NA,"大泉町","Machi","Town",NA,NA
"183488","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.24_1","Ōra",NA,"邑楽町","Machi","Town",NA,NA
"183442","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.25_1","Ōta",NA,"太田市","Shi","City",NA,NA
"183345","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.26_1","Shibukawa",NA,"渋川市","Shi","City",NA,"JP.GM.SH"
"183477","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.27_1","Shimonita",NA,"下仁田町","Machi","Town",NA,NA
"183404","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.28_1","Shintō",NA,"榛東村","Machi","Town",NA,NA
"183319","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.29_1","Shōwa",NA,"昭和村","Mura","Village",NA,NA
"183384","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.30_1","Takasaki",NA,"高崎市","Shi","City",NA,"JP.GM.TK"
"183314","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.31_1","Takayama",NA,"高山村","Machi","Town",NA,NA
"183461","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.32_1","Tamamura",NA,"玉村町","Machi","Town",NA,NA
"183492","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.33_1","Tatebayashi",NA,"館林市","Shi","City",NA,"JP.GM.TT"
"183474","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.34_1","Tomioka",NA,"富岡市","Shi","City",NA,"JP.GM.TM"
"183321","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.35_1","Tsumagoi",NA,"嬬恋村","Machi","Town",NA,NA
"183570","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.36_1","Ueno",NA,"上野村","Mura","Village",NA,NA
"183472","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.37_1","Yoshii",NA,"吉井町","Machi","Town",NA,NA
"183396","JPN","Japan","JPN.10_1","Gunma","群馬県","JPN.10.38_1","Yoshioka",NA,"吉岡町","Machi","Town",NA,NA
"184543","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.1_1","Akiōta",NA,"安芸太田町","Machi","Town",NA,NA
"184451","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.2_1","Akitakata",NA,"安芸高田市","Shi","City",NA,NA
"184773","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.3_1","Etajima",NA,"江田島市","Shi","City",NA,NA
"184701","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.4_1","Fuchū",NA,"府中市","Machi","Town",NA,NA
"184521","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.5_1","Fuchū City",NA,"府中市","Shi","City",NA,NA
"184741","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.6_1","Fukuyama",NA,"福山市","Shi","City",NA,"JP.HS.FM"
"184797","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.7_1","Hatsukaichi",NA,"廿日市市","Shi","City",NA,"JP.HS.HT"
"184783","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.8_1","Higashihiroshima",NA,"東広島市","Shi","City",NA,"JP.HS.HH"
"184715","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.9_1","Hiroshima",NA,"広島市","Shi","City",NA,"JP.HS.HR"
"184445","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.10_1","Jinsekikōgen",NA,"神石高原町","Machi","Town",NA,NA
"184717","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.11_1","Kaita",NA,"海田町","Machi","Town",NA,NA
"184476","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.12_1","Kitahiroshima",NA,"北広島町","Machi","Town",NA,NA
"184725","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.13_1","Kumano",NA,"熊野町","Machi","Town",NA,NA
"184810","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.14_1","Kure",NA,"呉市","Shi","City",NA,"JP.HS.KR"
"184613","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.15_1","Mihara",NA,"三原市","Shi","City",NA,NA
"184349","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.16_1","Miyoshi",NA,"三次市","Shi","City",NA,NA
"184703","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.17_1","Onomichi",NA,"尾道市","Shi","City",NA,"JP.HS.ON"
"184776","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.18_1","Ōsakikamijima",NA,"大崎上島町","Machi","Town",NA,NA
"184755","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.19_1","Ōtake",NA,"大竹市","Shi","City",NA,NA
"184743","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.20_1","Saka",NA,"坂町","Machi","Town",NA,NA
"184558","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.21_1","Sera",NA,"世羅町","Machi","Town",NA,"JP.HS.SR"
"184282","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.22_1","Shōbara",NA,"庄原市","Shi","City",NA,NA
"184771","JPN","Japan","JPN.11_1","Hiroshima","広島県","JPN.11.23_1","Takehara",NA,"竹原市","Shi","City",NA,"JP.HS.TH"
"181340","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.1_1","Abashiri",NA,"網走市","Shi","City",NA,"JP.HK.AC"
"181520","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.2_1","Abira",NA,"安平町","Machi","Town",NA,NA
"181347","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.3_1","Aibetsu",NA,"愛別町","Machi","Town",NA,NA
"181405","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.4_1","Akabira",NA,"赤平市","Shi","City",NA,"JP.HK.AK"
"181486","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.5_1","Akaigawa",NA,"赤井川村","Mura","Village",NA,NA
"181454","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.6_1","Akkeshi",NA,"厚岸町","Machi","Town",NA,NA
"181364","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.7_1","Asahikawa",NA,"旭川市","Shi","City",NA,"JP.HK.AH"
"181400","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.8_1","Ashibetsu",NA,"芦別市","Shi","City",NA,"JP.HK.AB"
"181418","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.9_1","Ashoro",NA,"足寄町","Machi","Town",NA,NA
"181643","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.10_1","Assabu",NA,"厚沢部町","Machi","Town",NA,NA
"181531","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.11_1","Atsuma",NA,"厚真町","Machi","Town",NA,NA
"181410","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.12_1","Betsukai",NA,"別海町","Machi","Town",NA,NA
"181441","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.13_1","Bibai",NA,"美唄市","Shi","City",NA,"JP.HK.BB"
"181399","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.14_1","Biei",NA,"美瑛町","Machi","Town",NA,NA
"181280","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.15_1","Bifuka",NA,"美深町","Machi","Town",NA,NA
"181369","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.16_1","Bihoro",NA,"美幌町","Machi","Town",NA,NA
"181525","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.17_1","Biratori",NA,"平取町","Machi","Town",NA,NA
"181376","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.18_1","Chippubetsu",NA,"秩父別町","Machi","Town",NA,NA
"181514","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.19_1","Chitose",NA,"千歳市","Shi","City",NA,"JP.HK.CH"
"181586","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.20_1","Date",NA,"伊達市","Shi","City",NA,NA
"181477","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.21_1","Ebetsu",NA,"江別市","Shi","City",NA,"JP.HK.EB"
"181266","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.22_1","Enbetsu",NA,"遠別町","Machi","Town",NA,NA
"181339","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.23_1","Engaru",NA,"遠軽町","Machi","Town",NA,NA
"181507","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.24_1","Eniwa",NA,"恵庭市","Shi","City",NA,"JP.HK.EN"
"181627","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.25_1","Erimo",NA,"えりも町","Machi","Town",NA,NA
"181244","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.26_1","Esashi",NA,"枝幸町","Machi","Town",NA,NA
"181666","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.27_1","Esashi Capital",NA,"枝幸町","Capital","Capital",NA,NA
"181346","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.28_1","Fukagawa",NA,"深川市","Shi","City",NA,"JP.HK.FK"
"181694","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.29_1","Fukushima",NA,"福島町","Machi","Town",NA,NA
"181447","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.30_1","Furano",NA,"富良野市","Machi","Town",NA,"JP.HK.FR"
"181462","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.31_1","Furubira",NA,"古平町","Machi","Town",NA,NA
"181302","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.32_1","Haboro",NA,"羽幌町","Machi","Town",NA,NA
"181649","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.33_1","Hakodate",NA,"函館市","Machi","Town",NA,"JP.HK.HK"
"181497","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.34_1","Hamanaka",NA,"浜中町","Machi","Town",NA,NA
"181232","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.35_1","Hamatonbetsu",NA,"浜頓別町","Machi","Town",NA,NA
"181574","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.36_1","Hidaka",NA,"日高町","Machi","Town",NA,"JP.HK.HD"
"181390","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.37_1","Higashikagura",NA,"東神楽町","Machi","Town",NA,NA
"181386","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.38_1","Higashikawa",NA,"東川町","Machi","Town",NA,NA
"181597","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.39_1","Hiroo",NA,"広尾町","Machi","Town",NA,NA
"181374","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.40_1","Hokuryū",NA,"北竜町","Machi","Town",NA,NA
"181652","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.41_1","Hokuto",NA,"北斗市","Shi","City",NA,NA
"181466","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.42_1","Honbetsu",NA,"本別町","Machi","Town",NA,NA
"181298","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.43_1","Horokanai",NA,"幌加内町","Machi","Town",NA,NA
"181241","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.44_1","Horonobe",NA,"幌延町","Machi","Town",NA,NA
"181492","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.45_1","Ikeda",NA,"池田町","Machi","Town",NA,NA
"181578","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.46_1","Imakane",NA,"今金町","Machi","Town",NA,NA
"181388","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.47_1","Ishikari",NA,"石狩市","Shi","City",NA,"JP.HK.IC"
"181456","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.48_1","Iwamizawa",NA,"岩見沢市","Shi","City",NA,"JP.HK.IW"
"181510","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.49_1","Iwanai",NA,"岩内町","Machi","Town",NA,NA
"181421","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.50_1","Kamifurano",NA,"上富良野町","Machi","Town",NA,NA
"181361","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.51_1","Kamikawa",NA,"上川町","Machi","Town",NA,"JP.HK.KK"
"181667","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.52_1","Kaminokuni",NA,"上ノ国町","Machi","Town",NA,NA
"181412","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.53_1","Kamishihoro",NA,"上士幌町","Machi","Town",NA,NA
"181432","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.54_1","Kamisunagawa",NA,"上砂川町","Machi","Town",NA,NA
"181326","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.55_1","Kamiyūbetsu",NA,"上湧別町","Machi","Town",NA,NA
"181461","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.56_1","Kamoenai",NA,"神恵内村","Mura","Village",NA,NA
"181329","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.57_1","Kenbuchi",NA,"剣淵町","Machi","Town",NA,NA
"181675","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.58_1","Kikonai",NA,"木古内町","Machi","Town",NA,NA
"181528","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.59_1","Kimobetsu",NA,"喜茂別町","Machi","Town",NA,NA
"181500","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.60_1","Kitahiroshima",NA,"北広島市","Shi","City",NA,"JP.HK.KH"
"181328","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.61_1","Kitami",NA,"北見市","Shi","City",NA,"JP.HK.KM"
"181373","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.62_1","Kiyosato",NA,"清里町","Machi","Town",NA,NA
"181360","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.63_1","Koshimizu",NA,"小清水町","Machi","Town",NA,NA
"181377","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.64_1","Kunneppu",NA,"訓子府町","Machi","Town",NA,NA
"181483","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.65_1","Kuriyama",NA,"栗山町","Machi","Town",NA,NA
"181552","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.66_1","Kuromatsunai",NA,"黒松内町","Machi","Town",NA,NA
"181491","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.67_1","Kushiro",NA,"釧路町","Machi","Town",NA,"JP.HK.KC"
"181425","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.68_1","Kushiro City",NA,"釧路町","Shi","City",NA,"JP.HK.KC"
"181501","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.69_1","Kutchan",NA,"倶知安町","Machi","Town",NA,NA
"181513","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.70_1","Kyōgoku",NA,"京極町","Machi","Town",NA,NA
"181493","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.71_1","Kyōwa",NA,"共和町","Machi","Town",NA,NA
"181538","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.72_1","Makkari",NA,"真狩村","Mura","Village",NA,NA
"181518","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.73_1","Makubetsu",NA,"幕別町","Machi","Town",NA,NA
"181368","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.74_1","Mashike",NA,"増毛町","Machi","Town",NA,NA
"181693","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.75_1","Matsumae",NA,"松前町","Machi","Town",NA,NA
"181498","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.76_1","Memuro",NA,"芽室町","Machi","Town",NA,NA
"181453","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.77_1","Mikasa",NA,"三笠市","Shi","City",NA,"JP.HK.MK"
"181445","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.78_1","Minamifurano",NA,"南富良野町","Machi","Town",NA,NA
"181307","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.79_1","Monbetsu",NA,"紋別市","Shi","City",NA,NA
"181628","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.80_1","Mori",NA,"森町","Machi","Town",NA,NA
"181385","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.81_1","Moseushi",NA,"妹背牛町","Machi","Town",NA,NA
"181509","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.82_1","Mukawa",NA,"鵡川町","Machi","Town",NA,NA
"181598","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.83_1","Muroran",NA,"室蘭市","Shi","City",NA,"JP.HK.MR"
"181494","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.84_1","Naganuma",NA,"長沼町","Machi","Town",NA,NA
"181437","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.85_1","Naie",NA,"奈井江町","Machi","Town",NA,NA
"181435","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.86_1","Nakafurano",NA,"中富良野町","Machi","Town",NA,NA
"181259","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.87_1","Nakagawa",NA,"中川町","Machi","Town",NA,NA
"181561","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.88_1","Nakasatsunai",NA,"中札内村","Mura","Village",NA,NA
"181394","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.89_1","Nakashibetsu",NA,"中標津町","Machi","Town",NA,NA
"181247","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.90_1","Nakatonbetsu",NA,"中頓別町","Machi","Town",NA,NA
"181644","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.91_1","Nanae",NA,"七飯町","Machi","Town",NA,NA
"181487","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.92_1","Nanporo",NA,"南幌町","Machi","Town",NA,NA
"181297","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.93_1","Nayoro",NA,"名寄市","Shi","City",NA,"JP.HK.NR"
"181471","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.94_1","Nemuro",NA,"根室市","Shi","City",NA,"JP.HK.NC"
"181558","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.95_1","Niikappu",NA,"新冠町","Machi","Town",NA,NA
"181478","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.96_1","Niki",NA,"仁木町","Machi","Town",NA,NA
"181530","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.97_1","Niseko",NA,"ニセコ町","Machi","Town",NA,NA
"181304","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.98_1","Nishiokoppe",NA,"西興部村","Mura","Village",NA,NA
"181585","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.99_1","Noboribetsu",NA,"登別市","Shi","City",NA,"JP.HK.NB"
"181348","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.100_1","Numata",NA,"沼田町","Machi","Town",NA,NA
"181517","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.101_1","Obihiro",NA,"帯広市","Shi","City",NA,"JP.HK.OB"
"181327","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.102_1","Obira",NA,"小平町","Machi","Town",NA,NA
"181379","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.103_1","Oketo",NA,"置戸町","Machi","Town",NA,NA
"181295","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.104_1","Okoppe",NA,"興部町","Machi","Town",NA,NA
"181615","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.105_1","Okushiri",NA,"奥尻町","Machi","Town",NA,NA
"181279","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.106_1","Ōmu",NA,"雄武町","Machi","Town",NA,NA
"181575","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.107_1","Oshamanbe",NA,"長万部町","Machi","Town",NA,NA
"181468","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.108_1","Otaru",NA,"小樽市","Shi","City",NA,"JP.HK.OT"
"181638","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.109_1","Otobe",NA,"乙部町","Machi","Town",NA,NA
"181480","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.110_1","Otofuke",NA,"音更町","Machi","Town",NA,NA
"181270","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.111_1","Otoineppu",NA,"音威子府村","Mura","Village",NA,NA
"181359","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.112_1","Ōzora",NA,"大空町","Machi","Town",NA,NA
"181351","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.113_1","Pippu",NA,"比布町","Machi","Town",NA,NA
"181521","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.114_1","Rankoshi",NA,"蘭越町","Machi","Town",NA,NA
"181312","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.115_1","Rausu",NA,"羅臼町","Machi","Town",NA,NA
"181204","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.116_1","Rebun",NA,"礼文町","Machi","Town",NA,NA
"181404","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.117_1","Rikubetsu",NA,"陸別町","Machi","Town",NA,NA
"181229","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.118_1","Rishiri",NA,"利尻町","Machi","Town",NA,NA
"181230","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.119_1","Rishirifuji",NA,"利尻富士町","Machi","Town",NA,NA
"181349","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.120_1","Rumoi",NA,"留萌市","Shi","City",NA,"JP.HK.RC"
"181547","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.121_1","Rusutsu",NA,"留寿都村","Mura","Village",NA,NA
"181614","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.122_1","Samani",NA,"様似町","Machi","Town",NA,NA
"181476","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.123_1","Sapporo",NA,"札幌市","Machi","Town",NA,"JP.HK.SP"
"181563","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.124_1","Sarabetsu",NA,"更別村","Mura","Village",NA,NA
"181338","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.125_1","Saroma",NA,"佐呂間町","Machi","Town",NA,NA
"181210","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.126_1","Sarufutsu",NA,"猿払村","Mura","Village",NA,NA
"181577","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.127_1","Setana",NA,"せたな町","Machi","Town",NA,NA
"181457","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.128_1","Shakotan",NA,"積丹町","Machi","Town",NA,NA
"181315","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.129_1","Shari",NA,"斜里町","Machi","Town",NA,NA
"181415","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.130_1","Shibecha",NA,"標茶町","Machi","Town",NA,NA
"181409","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.131_1","Shibetsu",NA,"士別市","Machi","Town",NA,"JP.HK.SH"
"181318","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.132_1","Shibetsu City",NA,"士別市","Shi","City",NA,"JP.HK.SH"
"181464","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.133_1","Shihoro",NA,"士幌町","Machi","Town",NA,NA
"181639","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.134_1","Shikabe",NA,"鹿部町","Machi","Town",NA,NA
"181448","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.135_1","Shikaoi",NA,"鹿追町","Machi","Town",NA,NA
"181543","JPN","Japan","JPN.12_1","Hokkaido","北海道","JPN.12.136_1","Shimamaki",NA,"島牧村","Mura","Village",NA,NA
