"","GID_0","NAME_0","GID_1","NAME_1","NL_NAME_1","GID_2","NAME_2","VARNAME_2","NL_NAME_2","TYPE_2","ENGTYPE_2","CC_2","HASC_2"
"184371","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.1_1","Agui",NA,"阿久比町","Machi","Town",NA,NA
"184192","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.2_1","Aisai",NA,"愛西市","Shi","City",NA,NA
"184345","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.3_1","Anjō",NA,"安城市","Shi","City",NA,NA
"184339","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.4_1","Chiryū",NA,"知立市","Shi","City",NA,NA
"184343","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.5_1","Chita",NA,"知多市","Shi","City",NA,"JP.AI.CG"
"184090","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.6_1","Fusō",NA,"扶桑町","Machi","Town",NA,NA
"184440","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.7_1","Gamagōri",NA,"蒲郡市","Shi","City",NA,NA
"184393","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.8_1","Handa",NA,"半田市","Shi","City",NA,"JP.AI.HD"
"184185","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.9_1","Haruhi",NA,"春日町","Machi","Town",NA,"JP.AI.HG"
"184467","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.10_1","Hazu",NA,"幡豆町","Machi","Town",NA,"JP.AI.HZ"
"184409","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.11_1","Hekinan",NA,"碧南市","Shi","City",NA,"JP.AI.HN"
"184351","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.12_1","Higashiura",NA,"東浦町","Machi","Town",NA,NA
"184098","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.13_1","Ichinomiya/Owari-ichinomiya",NA,"一宮市","Shi","City",NA,"JP.AI.IC"
"184172","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.14_1","Inazawa",NA,"稲沢市","Shi","City",NA,"JP.AI.IZ"
"184062","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.15_1","Inuyama",NA,"犬山市","Shi","City",NA,"JP.AI.IY"
"184465","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.16_1","Isshiki",NA,"一色町","Machi","Town",NA,NA
"184159","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.17_1","Iwakura",NA,"岩倉市","Shi","City",NA,"JP.AI.IW"
"184202","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.18_1","Jimokuji",NA,"甚目寺町","Machi","Town",NA,NA
"184255","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.19_1","Kanie",NA,"蟹江町","Machi","Town",NA,NA
"184303","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.20_1","Kariya",NA,"刈谷市","Shi","City",NA,"JP.AI.KR"
"184129","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.21_1","Kasugai",NA,"春日井市","Shi","City",NA,"JP.AI.KG"
"184514","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.22_1","Kira",NA,"吉良町","Machi","Town",NA,NA
"184292","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.23_1","Kisosaki",NA,"木曽岬町","Machi","Town",NA,NA
"184177","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.24_1","Kitanagoya",NA,"北名古屋市","Shi","City",NA,NA
"184194","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.25_1","Kiyosu",NA,"清須市","Shi","City",NA,NA
"184130","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.26_1","Komaki",NA,"小牧市","Shi","City",NA,"JP.AI.KM"
"184093","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.27_1","Kōnan",NA,"江南市","Shi","City",NA,NA
"184420","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.28_1","Kōta",NA,"幸田町","Machi","Town",NA,NA
"184478","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.29_1","Kozakai",NA,"小坂井町","Machi","Town",NA,NA
"184473","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.30_1","Mihama",NA,"美浜町","Machi","Town",NA,NA
"184556","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.31_1","Minamichita",NA,"南知多町","Machi","Town",NA,"JP.AI.MS"
"184454","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.32_1","Mito",NA,"御津町","Machi","Town",NA,NA
"184209","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.33_1","Miwa",NA,"美和町","Machi","Town",NA,NA
"184263","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.34_1","Miyoshi",NA,"三好町","Machi","Town",NA,NA
"184222","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.35_1","Nagakute",NA,"長久手町","Machi","Town",NA,NA
"184278","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.36_1","Nagoya",NA,"名古屋市","Shi","City",NA,"JP.AI.NG"
"184422","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.37_1","Nishio",NA,"西尾市","Shi","City",NA,"JP.AI.NO"
"184249","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.38_1","Nisshin",NA,"日進市","Shi","City",NA,"JP.AI.NS"
"184318","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.39_1","Ōbu",NA,"大府市","Shi","City",NA,NA
"184120","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.40_1","Ōguchi",NA,"大口町","Machi","Town",NA,NA
"184230","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.41_1","Ōharu",NA,"大治町","Machi","Town",NA,NA
"184327","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.42_1","Okazaki",NA,"岡崎市","Shi","City",NA,"JP.AI.OK"
"184429","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.43_1","Otowa",NA,"音羽町","Machi","Town",NA,NA
"184188","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.44_1","Owariasahi",NA,"尾張旭市","Shi","City",NA,"JP.AI.OW"
"184158","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.45_1","Seto",NA,"瀬戸市","Shi","City",NA,"JP.AI.ST"
"184305","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.46_1","Shinshiro",NA,"新城市","Shi","City",NA,"JP.AI.SH"
"184220","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.47_1","Shippō",NA,"七宝町","Machi","Town",NA,NA
"184208","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.48_1","Shitara",NA,"設楽町","Machi","Town",NA,NA
"184573","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.49_1","Tahara",NA,"田原市","Shi","City",NA,NA
"184379","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.50_1","Takahama",NA,"高浜市","Shi","City",NA,"JP.AI.TM"
"184436","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.51_1","Taketoyo",NA,"武豊町","Machi","Town",NA,NA
"184298","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.52_1","Tobishima",NA,"飛島村","Mura","Village",NA,NA
"184262","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.53_1","Tōei",NA,"東栄町","Machi","Town",NA,NA
"184270","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.54_1","Tōgō",NA,"東郷町","Machi","Town",NA,NA
"184307","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.55_1","Tōkai",NA,"東海市","Shi","City",NA,NA
"184392","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.56_1","Tokoname",NA,"常滑市","Shi","City",NA,"JP.AI.TN"
"184290","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.57_1","Toyoake",NA,"豊明市","Shi","City",NA,"JP.AI.TY"
"184529","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.58_1","Toyohashi",NA,"豊橋市","Shi","City",NA,"JP.AI.TH"
"184419","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.59_1","Toyokawa",NA,"豊川市","Shi","City",NA,"JP.AI.TW"
"184193","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.60_1","Toyone",NA,"豊根村","Mura","Village",NA,NA
"184165","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.61_1","Toyota","Koromo","豊田市","Shi","City",NA,NA
"184178","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.62_1","Toyoyama",NA,"豊山町","Machi","Town",NA,NA
"184223","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.63_1","Tsushima",NA,"津島市","Shi","City",NA,NA
"184266","JPN","Japan","JPN.1_1","Aichi","愛知県","JPN.1.64_1","Yatomi",NA,"弥富市","Shi","City",NA,NA
"182152","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.1_1","Akita",NA,"秋田市","Shi","City",NA,"JP.AK.AK"
"182159","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.2_1","Daisen",NA,"大仙市","Shi","City",NA,NA
"181949","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.3_1","Fujisato",NA,"藤里町","Machi","Town",NA,NA
"182083","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.4_1","Gojōme",NA,"五城目町","Machi","Town",NA,NA
"182092","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.5_1","Hachirōgata",NA,"郎潟町","Machi","Town",NA,NA
"181945","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.6_1","Happō",NA,"峰町","Machi","Town",NA,NA
"182302","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.7_1","Higashinaruse",NA,"東成瀬村","Mura","Village",NA,NA
"182109","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.8_1","Ikawa",NA,"井川町","Machi","Town",NA,NA
"182062","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.9_1","Kamikoani",NA,"上小阿仁村","Mura","Village",NA,NA
"182114","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.10_1","Katagami",NA,"潟上市","Shi","City",NA,NA
"181952","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.11_1","Kazuno",NA,"鹿角市","Shi","City",NA,"JP.AK.KG"
"181972","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.12_1","Kitaakita",NA,"北秋田市","Shi","City",NA,"JP.AK.KK"
"181927","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.13_1","Kosaka",NA,"小坂町","Machi","Town",NA,NA
"182215","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.14_1","Misato",NA,"美郷町","Machi","Town",NA,NA
"182042","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.15_1","Mitane",NA,"三種町","Machi","Town",NA,NA
"182283","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.16_1","Nikaho",NA,"にかほ市","Shi","City",NA,NA
"182014","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.17_1","Noshiro",NA,"能代市","Shi","City",NA,"JP.AK.NS"
"181938","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.18_1","Ōdate",NA,"大館市","Shi","City",NA,NA
"182069","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.19_1","Oga",NA,"男鹿市","Shi","City",NA,"JP.AK.OG"
"182061","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.20_1","Ōgata",NA,"大潟村","Mura","Village",NA,NA
"182085","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.21_1","Semboku",NA,"仙北市","Machi","Town",NA,"JP.AK.SM"
"182277","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.22_1","Ugo",NA,"羽後町","Machi","Town",NA,NA
"182246","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.23_1","Yokote",NA,"横手市","Shi","City",NA,"JP.AK.YK"
"182184","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.24_1","Yurihonjō",NA,"由利本荘市","Shi","City",NA,NA
"182298","JPN","Japan","JPN.2_1","Akita","秋田県","JPN.2.25_1","Yuzawa",NA,"湯沢市","Shi","City",NA,"JP.AK.YZ"
"181851","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.1_1","Ajigasawa",NA,"鰺ヶ沢町","Machi","Town",NA,NA
"181812","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.2_1","Aomori",NA,"青森市","Shi","City",NA,"JP.AO.AM"
"181879","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.3_1","Fujisaki",NA,"藤崎町","Machi","Town",NA,NA
"181861","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.4_1","Fukaura",NA,"深浦町","Machi","Town",NA,NA
"181916","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.5_1","Gonohe",NA,"五戸町","Machi","Town",NA,NA
"181792","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.6_1","Goshogawara",NA,"五所川原市","Shi","City",NA,"JP.AO.GS"
"181911","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.7_1","Hachinohe",NA,"八戸市","Shi","City",NA,"JP.AO.HC"
"181939","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.8_1","Hashikami",NA,"階上町","Machi","Town",NA,NA
"181727","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.9_1","Higashidōri",NA,"東通村","Mura","Village",NA,NA
"181902","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.10_1","Hirakawa",NA,"平川市","Shi","City",NA,NA
"181798","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.11_1","Hiranai",NA,"平内町","Machi","Town",NA,NA
"181863","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.12_1","Hirosaki",NA,"弘前市","Shi","City",NA,"JP.AO.HR"
"181760","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.13_1","Imabetsu",NA,"今別町","Machi","Town",NA,NA
"181892","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.14_1","Inakadate",NA,"田舎館村","Mura","Village",NA,NA
"181870","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.15_1","Itayanagi",NA,"板柳町","Machi","Town",NA,NA
"181706","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.16_1","Kazamaura",NA,"風間浦村","Mura","Village",NA,NA
"181891","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.17_1","Kuroishi",NA,"黒石市","Shi","City",NA,"JP.AO.KR"
"181833","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.18_1","Misawa",NA,"三沢市","Shi","City",NA,"JP.AO.MS"
"181721","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.19_1","Mutsu",NA,"むつ市","Shi","City",NA,"JP.AO.MU"
"181738","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.20_1","Nakadomari",NA,"中泊町","Machi","Town",NA,NA
"181932","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.21_1","Nanbu",NA,"南部町","Machi","Town",NA,NA
"181907","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.22_1","Nishimeya",NA,"西目屋村","Mura","Village",NA,NA
"181808","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.23_1","Noheji",NA,"野辺地町","Machi","Town",NA,NA
"181894","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.24_1","Oirase",NA,"おいらせ町","Machi","Town",NA,NA
"181704","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.25_1","Ōma",NA,"大間町","Machi","Town",NA,NA
"181923","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.26_1","Ōwani",NA,"大鰐町","Machi","Town",NA,NA
"181778","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.27_1","Rokkasho",NA,"六ヶ所村","Mura","Village",NA,NA
"181884","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.28_1","Rokunohe",NA,"六戸町","Machi","Town",NA,NA
"181720","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.29_1","Sai",NA,"佐井村","Mura","Village",NA,NA
"181954","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.30_1","Sannohe",NA,"三戸町","Machi","Town",NA,"JP.AO.SN"
"181846","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.31_1","Shichinohe",NA,"七戸町","Machi","Town",NA,NA
"181935","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.32_1","Shingō",NA,"新郷村,","Mura","Village",NA,NA
"181751","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.33_1","Sotogahama",NA,"外ヶ浜町","Machi","Town",NA,NA
"181960","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.34_1","Takko",NA,"田子町","Machi","Town",NA,NA
"181819","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.35_1","Tōhoku",NA,"東北町","Machi","Town",NA,NA
"181886","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.36_1","Towada",NA,"十和田市","Shi","City",NA,"JP.AO.TW"
"181802","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.37_1","Tsugaru",NA,"つがる市","Shi","City",NA,NA
"181856","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.38_1","Tsuruta",NA,"鶴田町","Machi","Town",NA,NA
"181771","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.39_1","Yokohama",NA,"横浜町","Machi","Town",NA,NA
"181796","JPN","Japan","JPN.3_1","Aomori","青森県","JPN.3.40_1","Yomogita",NA,"蓬田村","Machi","Town",NA,NA
"183700","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.1_1","Abiko",NA,"我孫子市","Shi","City",NA,"JP.CH.AB"
"183790","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.2_1","Asahi",NA,"旭市","Shi","City",NA,"JP.CH.AS"
"183867","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.3_1","Chiba",NA,"千葉市","Shi","City",NA,"JP.CH.CB"
"184057","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.4_1","Chōnan",NA,"長南町","Machi","Town",NA,NA
"184049","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.5_1","Chōsei",NA,"長生村","Machi","Town",NA,NA
"183767","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.6_1","Chōshi",NA,"銚子市","Shi","City",NA,NA
"183791","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.7_1","Funabashi",NA,"船橋市","Shi","City",NA,"JP.CH.FN"
"184112","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.8_1","Futtsu",NA,"富津市","Shi","City",NA,"JP.CH.FT"
"183946","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.9_1","Ichihara",NA,"市原市","Shi","City",NA,"JP.CH.IH"
"183811","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.10_1","Ichikawa",NA,"市川市","Shi","City",NA,"JP.CH.IK"
"184083","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.11_1","Ichinomiya",NA,"一宮町","Machi","Town",NA,NA
"183774","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.12_1","Inba",NA,"印旛村","Machi","Town",NA,"JP.CH.IB"
"183741","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.13_1","Inzai",NA,"印西市","Shi","City",NA,"JP.CH.IZ"
"184122","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.14_1","Isumi",NA,"いすみ市","Shi","City",NA,"JP.CH.IS"
"183779","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.15_1","Kamagaya",NA,"鎌ヶ谷市","Shi","City",NA,"JP.CH.KY"
"184226","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.16_1","Kamogawa",NA,"鴨川市","Shi","City",NA,"JP.CH.KW"
"183689","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.17_1","Kashiwa",NA,"柏市","Shi","City",NA,"JP.CH.KS"
"183693","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.18_1","Katori",NA,"香取市","Shi","City",NA,"JP.CH.KT"
"184189","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.19_1","Katsuura",NA,"勝浦市","Shi","City",NA,NA
"184092","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.20_1","Kimitsu",NA,"君津市","Shi","City",NA,"JP.CH.KM"
"184039","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.21_1","Kisarazu",NA,"木更津市","Shi","City",NA,"JP.CH.KR"
"183697","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.22_1","Kōzaki",NA,"神崎町","Machi","Town",NA,NA
"183942","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.23_1","Kujūkuri",NA,"九十九里町","Machi","Town",NA,NA
"184274","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.24_1","Kyonan",NA,"鋸南町","Machi","Town",NA,NA
"183743","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.25_1","Matsudo",NA,"松戸市","Shi","City",NA,"JP.CH.MT"
"184265","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.26_1","Minamibōsō",NA,"南房総市","Shi","City",NA,NA
"183994","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.27_1","Mobara",NA,"茂原市","Shi","City",NA,"JP.CH.MB"
"183751","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.28_1","Motono",NA,"本埜村","Machi","Town",NA,NA
"184080","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.29_1","Mutsuzawa",NA,"睦沢町","Machi","Town",NA,NA
"184006","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.30_1","Nagara",NA,"長柄町","Machi","Town",NA,NA
"183694","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.31_1","Nagareyama",NA,"流山市","Shi","City",NA,"JP.CH.NG"
"183857","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.32_1","Narashino",NA,"習志野市","Shi","City",NA,"JP.CH.NS"
"183703","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.33_1","Narita",NA,"成田市","Shi","City",NA,"JP.CH.NT"
"183585","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.34_1","Noda",NA,"野田市","Shi","City",NA,"JP.CH.ND"
"183949","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.35_1","Ōamishirasato",NA,"大網白里町","Machi","Town",NA,NA
"184198","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.36_1","Onjuku",NA,"御宿町","Machi","Town",NA,NA
"184141","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.37_1","Ōtaki",NA,"大多喜町","Machi","Town",NA,NA
"183720","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.38_1","Sakae",NA,"栄町","Machi","Town",NA,NA
"183819","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.39_1","Sakura",NA,"佐倉市","Shi","City",NA,"JP.CH.SK"
"183881","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.40_1","Sanmu",NA,"山武市","Shi","City",NA,NA
"183805","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.41_1","Shibayama",NA,"芝山町","Machi","Town",NA,NA
"184012","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.42_1","Shirako",NA,"白子町","Machi","Town",NA,NA
"183754","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.43_1","Shiroi",NA,"白井市","Shi","City",NA,NA
"183823","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.44_1","Shisui",NA,"酒々井町","Machi","Town",NA,NA
"184008","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.45_1","Sodegaura",NA,"袖ヶ浦市","Shi","City",NA,"JP.CH.SD"
"183822","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.46_1","Sōsa",NA,"匝瑳市","Shi","City",NA,NA
"183784","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.47_1","Tako",NA,"多古町","Machi","Town",NA,NA
"184320","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.48_1","Tateyama",NA,"館山市","Shi","City",NA,"JP.CH.TT"
"183913","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.49_1","Tōgane",NA,"東金市","Shi","City",NA,NA
"183809","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.50_1","Tomisato",NA,"富里市","Shi","City",NA,NA
"183736","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.51_1","Tōnoshō",NA,"東庄町","Machi","Town",NA,NA
"183880","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.52_1","Urayasu",NA,"浦安市","Shi","City",NA,"JP.CH.UR"
"183854","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.53_1","Yachimata",NA,"八街市","Shi","City",NA,"JP.CH.YM"
"183794","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.54_1","Yachiyo",NA,"八千代市","Shi","City",NA,"JP.CH.YY"
"183853","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.55_1","Yokoshibahikari",NA,"横芝光町","Machi","Town",NA,NA
"183861","JPN","Japan","JPN.4_1","Chiba","千葉県","JPN.4.56_1","Yotsukaido",NA,"四街道市","Shi","City",NA,"JP.CH.YT"
"185291","JPN","Japan","JPN.5_1","Ehime","愛媛県","JPN.5.1_1","Ainan",NA,"愛南町","Machi","Town",NA,NA
"185120","JPN","Japan","JPN.5_1","Ehime","愛媛県","JPN.5.2_1","Ikata",NA,"伊方町","Machi","Town",NA,NA
"184838","JPN","Japan","JPN.5_1","Ehime","愛媛県","JPN.5.3_1","Imabari",NA,"今治市","Shi","City",NA,"JP.EH.IM"
"184962","JPN","Japan","JPN.5_1","Ehime","愛媛県","JPN.5.4_1","Iyo",NA,"伊予市","Shi","City",NA,"JP.EH.IG"
"184825","JPN","Japan","JPN.5_1","Ehime","愛媛県","JPN.5.5_1","Kamijima",NA,"上島町","Machi","Town",NA,NA
"185142","JPN","Japan","JPN.5_1","Ehime","愛媛県","JPN.5.6_1","Kihoku",NA,"鬼北町","Machi","Town",NA,NA
"184966","JPN","Japan","JPN.5_1","Ehime","愛媛県","JPN.5.7_1","Kumakōgen",NA,"久万高原町","Machi","Town",NA,NA
"184956","JPN","Japan","JPN.5_1","Ehime","愛媛県","JPN.5.8_1","Masaki",NA,"松前町","Machi","Town",NA,NA
"185183","JPN","Japan","JPN.5_1","Ehime","愛媛県","JPN.5.9_1","Matsuno",NA,"松野町","Machi","Town",NA,NA
"184885","JPN","Japan","JPN.5_1","Ehime","愛媛県","JPN.5.10_1","Matsuyama",NA,"松山市","Shi","City",NA,"JP.EH.MT"
"184892","JPN","Japan","JPN.5_1","Ehime","愛媛県","JPN.5.11_1","Niihama",NA,"新居浜市","Shi","City",NA,"JP.EH.NH"
"185028","JPN","Japan","JPN.5_1","Ehime","愛媛県","JPN.5.12_1","Ōzu",NA,"大洲市","Shi","City",NA,NA
